customer_id,customer_code,customer_name,customer_type,business_reg_no,tax_id,contact_person,phone,email,line_id,website,billing_address,shipping_address,province,district,subdistrict,postal_code,latitude,longitude,delivery_instructions,preferred_delivery_time,channel_source,customer_segment,hub,status,created_by,remarks
B2403049,B2403049,บ้านสัตว์เลี้ยง,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,2/108 ถ.มหาดไทยบำรุง ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,2/108 ถ.มหาดไทยบำรุง ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,ตาก,,,,16.8800282,99.1235227,,09.00-18.00,,,นครสวรรค์,active,admin,
B2205289,B2205289,บ้านสัตว์เลี้ยง กาญจนบุรี,PET SHOP,,,บุณยานุช นรมาตย์,,,,,90 ถ.ปากแพรก ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,90 ถ.ปากแพรก ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,กาญจนบุรี,,,,14.0258646,99.526922,,,,,บางพลี,active,admin,
B2508016,B2508016,บ้านสัตว์เลี้ยง ปากพนัง,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,30/31 ถ.ศรีสมบูรณ์ ต.ปากพนัง อ.ปากพนัง จ.นครศรีธรรมราช 80140,30/31 ถ.ศรีสมบูรณ์ ต.ปากพนัง อ.ปากพนัง จ.นครศรีธรรมราช 80140,นครศรีธรรมราช,,,,,,,,,,,active,admin,
B2408010,B2408010,บ้านสัตว์เลี้ยง พรหมคีรี,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,181/5 ม.2 ต.พรหมโลก อ.พรหมคีรี จ.นครศรีธรรมราช 80320,181/5 ม.2 ต.พรหมโลก อ.พรหมคีรี จ.นครศรีธรรมราช 80320,นครศรีธรรมราช,,,,8.5029957,99.8013351,,,,,ทุ่งสง,active,admin,
B2205149,B2205149,บ้านหมอปัทม์ เพ็ทช็อป,CLINIC,,,ณัฐชยา ศิริเธียรไชย,,,,,714 ถ.อาคารสงเคราะห์ 3 แขวงคลองจั่น เขตบางกะปิ จ.กรุงเทพฯ 10240,714 ถ.อาคารสงเคราะห์ 3 แขวงคลองจั่น เขตบางกะปิ จ.กรุงเทพฯ 10240,กรุงเทพฯ,,,,13.7807568,100.6456893,,10.30-16.00,,,,active,admin,ห่อถุงใส กระสอบทุกรอบ
B2205631,B2205631,บ้านหมอมดแดงรักสัตว์,CLINIC,,,ชาตรี ไข่แก้ว,,,,,369 ถ.ผังเมือง 4 ต.สะเตง อ.เมือง จ.ยะลา,369 ถ.ผังเมือง 4 ต.สะเตง อ.เมือง จ.ยะลา,ยะลา,,,,6.5357896,101.2865776,,09.00-19.00,,,หาดใหญ่,active,admin,
B2205685,B2205685,บ้านอาหารสัตว์ชลบุรี,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,8/5 ม.6 ถ.ชลบุรี-บ้านบึง ต.บ้านสวน อ.เมือง จ.ชลบุรี,8/5 ม.6 ถ.ชลบุรี-บ้านบึง ต.บ้านสวน อ.เมือง จ.ชลบุรี,ชลบุรี,,,,13.3531366,101.0048099,,10.00-16.00,,,บางพลี,active,admin,
B2205701,B2205701,บ้านเพรักษาสัตว์,CLINIC,,,อรุณวดี กุลจรัสเดโช,,,,,14/65 ม.3 ต.เพ อ.เมือง จ.ระยอง,14/65 ม.3 ต.เพ อ.เมือง จ.ระยอง,ระยอง,,,,12.6422344,101.4221828,,10.00-17.00,,,บางละมุง,active,admin,
B2301030,B2301030,บ้านเฟรนช์ บลูด็อก สระบุรี (SP FRENCH),FARM,,,บริษัท,,,,,65 ม.8 ต.สวนดอกไม้ อ.เสาไห้ จ.สระบุรี 18160,65 ม.8 ต.สวนดอกไม้ อ.เสาไห้ จ.สระบุรี 18160,สระบุรี,,,,14.5387008,100.8733712,,,,,อยุธยา,active,admin,
B2505022,B2505022,บ้านแมวส้ม อาหารสัตว์,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,37/10 ม.14 ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,37/10 ม.14 ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,ปทุมธานี,,,,,,,,,,,active,admin,
B2308013,B2308013,บ้านใจดีเพ็ทช็อป (Jai-D Pet Shop),PET SHOP,,,ณิชากร อ่อนเทศ,,,,,19/57 ม.7 ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,19/57 ม.7 ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,ปทุมธานี,,,,14.0679779,100.6341914,,10.00-17.00,,,บางพลี,active,admin,
B2502036,B2502036,บ๊อคบ๊อค เพ็ทมาร์ท,PET SHOP,,,บุณยาพร นรมาตย์,,,,,389 ม.3 ต.ศิลา อ.เมืองขอนเเก่น จ.ขอนเเก่น,389 ม.3 ต.ศิลา อ.เมืองขอนเเก่น จ.ขอนเเก่น,ขอนแก่น,,,,,,,,,,,active,admin,
B2205574,B2205574,ป.ปลา (กระบี่),PET SHOP,,,สุวภัทร เพ็งกลางเดือน,,,,,29 ถ.มหาราช ซ.9 ต.ปากน้ำ อ.เมือง จ.กระบี่,29 ถ.มหาราช ซ.9 ต.ปากน้ำ อ.เมือง จ.กระบี่,กระบี่,,,,8.0625443,98.9154151,,09.00-19.30,,,พุนพิน,active,admin,
B2205464,B2205464,ป.ปลางาม (อุตรดิตถ์),PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,113/6 ม.1 ต.ท่าเสา อ.เมือง จ.อุตรดิตถ์,113/6 ม.1 ต.ท่าเสา อ.เมือง จ.อุตรดิตถ์,อุตรดิตถ์,,,,17.6331751,100.0992439,,09.00-18.00,,,พิษณุโลก,active,admin,
B2402020,B2402020,ป.ปลางาม เพ็ทช็อป,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,113/6 ม.1 ต.ท่าเสา อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ 53000,113/6 ม.1 ต.ท่าเสา อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ 53000,อุตรดิตถ์,,,,17.6579896,100.0931468,,09.00-18.00,,,พิษณุโลก,active,admin,
B2205442,B2205442,ป.ปลางาม โปรเพ็ท,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,18/37 ถ.วิสุทธิ์กษัตริย์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,18/37 ถ.วิสุทธิ์กษัตริย์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,พิษณุโลก,,,,16.8174629,100.2882317,,09.00-18.00,,,พิษณุโลก,active,admin,
B2407026,B2407026,ป.ปลางามเพ็ทช็อป ลำปาง,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,3/3-4 ถ.สุเรนทร์ ต.สบตุ๋ย อ.เมืองลำปาง จ.ลำปาง 52100,3/3-4 ถ.สุเรนทร์ ต.สบตุ๋ย อ.เมืองลำปาง จ.ลำปาง 52100,ลำปาง,,,,18.2847795,99.476569,,09.00-18.00,,,ลำปาง,active,admin,
B2211024,B2211024,ป.ปลาดี,PET SHOP,,,บุณยาพร นรมาตย์,,,,,12/18 ถ.ร่วมใจ ต.กุดป่อง อ.เมืองเลย จ.เลย 42000,12/18 ถ.ร่วมใจ ต.กุดป่อง อ.เมืองเลย จ.เลย 42000,เลย,,,,17.4898716,101.7265402,,10.00-17.00,,,ขอนแก่น,active,admin,
B2205254,B2205254,ปทุมรัฐพันธุ์ปลา,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,48/20 ม.2 ต.บ้านฉาง อ.เมือง จ.ปทุมธานี,48/20 ม.2 ต.บ้านฉาง อ.เมือง จ.ปทุมธานี,ปทุมธานี,,,,14.0291564,100.4925565,,09.00-16.00,,,บางพลี,active,admin,ส่วนลดค้าส่ง 2%
B2205587,B2205587,ปป.เพ็ทช็อป,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,155/3 ถ.พัฒนาการคูขวาง ต.ในเมือง อ.เมือง จ.นครศรีธรรมราช,155/3 ถ.พัฒนาการคูขวาง ต.ในเมือง อ.เมือง จ.นครศรีธรรมราช,นครศรีธรรมราช,,,,8.4197907,99.9738411,,09.00-18.00,,,ทุ่งสง,active,admin,
B2306020,B2306020,ปลาปอม พิจิตร,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,20/268 ถ.สระหลวง ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร 66000,20/268 ถ.สระหลวง ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร 66000,พิจิตร,,,,16.4413613,100.3392736,,09.00-18.00,,,พิษณุโลก,active,admin,
B2205708,B2205708,ปลาสวย แหลมทองระยอง,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,554 ชั้นใต้ดินห้างแหลมทอง ถ.สุขุมวิท ต.เนินพระ อ.เมือง จ.ระยอง,554 ชั้นใต้ดินห้างแหลมทอง ถ.สุขุมวิท ต.เนินพระ อ.เมือง จ.ระยอง,ระยอง,,,,12.6841131,101.2486264,,10.00-17.00,,,บางละมุง,active,admin,
B2211046,B2211046,ปลาเงินปลาทอง เพ็ทช็อป (นครพนม),PET SHOP,,,บุณยาพร นรมาตย์,,,,,139/4 ปลาเงินปลาทอง เพ็ทช็อป ถ.นิตโย ต.ในเมือง อ.เมืองนครพนม จ.นครพนม 48000,139/4 ปลาเงินปลาทอง เพ็ทช็อป ถ.นิตโย ต.ในเมือง อ.เมืองนครพนม จ.นครพนม 48000,นครพนม,,,,17.3981296,104.7872182,,10.00-17.00,,,อุดรธานี,active,admin,
B2205300,B2205300,ปลื้ม เพ็ทช็อพ,PET SHOP,,,บุณยานุช นรมาตย์,,,,,50 ถ.เณรแก้ว ต.ท่าพี่เลี้ยง อ.เมือง จ.สุพรรณบุรี,50 ถ.เณรแก้ว ต.ท่าพี่เลี้ยง อ.เมือง จ.สุพรรณบุรี,สุพรรณบุรี,,,,14.4765002,100.123227,,09.00-16.00,,,อยุธยา,active,admin,
B2205135,B2205135,ปัญญา เพ็ทมาร์ท,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,306 ถ.พระยาสุเรนทร์ ต.บางชัน อ.คลองสามวา จ.กรุงเทพฯ 10510,306 ถ.พระยาสุเรนทร์ ต.บางชัน อ.คลองสามวา จ.กรุงเทพฯ 10510,กรุงเทพฯ,,,,13.841519,100.6964614,,10.00-17.00,,,,active,admin,
B2205325,B2205325,ปันปัน เพ็ทช็อป,PET SHOP,,,บุณยานุช นรมาตย์,,,,,441/6 ม.12 ต.บ้านหมอ อ.บ้านหมอ จ.สระบุรี,441/6 ม.12 ต.บ้านหมอ อ.บ้านหมอ จ.สระบุรี,สระบุรี,,,,14.4973087,101.0252599,,,,,อยุธยา,active,admin,
B2211064,B2211064,ปันยา เพ็ท คลินิก,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,9/19 ถ.ปัญญาอินทรา แขวงคันนายาว เขตคันนายาว จ.กรุงเทพฯ 10230,9/19 ถ.ปัญญาอินทรา แขวงคันนายาว เขตคันนายาว จ.กรุงเทพฯ 10230,กรุงเทพฯ,,,,13.8337885,100.6788656,,10.00-17.00,,,,active,admin,
B2502012,B2502012,ปันอุ่น เพ็ทช็อป,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,30/6 ม.7 แขวงลำผักชี เขตหนองจอก จ.กรุงเทพฯ,30/6 ม.7 แขวงลำผักชี เขตหนองจอก จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.778,100.8302029,,,,,,active,admin,
B2205044,B2205044,ปาป๊า เพ็ทช็อป,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,430 ถ.เพชรเกษม แขวงบางแคเหนือ เขตบางแค จ.กรุงเทพฯ,430 ถ.เพชรเกษม แขวงบางแคเหนือ เขตบางแค จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.7122342,100.3935341,,,,,,active,admin,
B2210094,B2210094,ปิ่นทองปลาสวย,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,241 หมู่ที่ 4 ต.บ้านสร้าง อ.บ้านสร้าง จ.ปราจีนบุรี 25150,241 หมู่ที่ 4 ต.บ้านสร้าง อ.บ้านสร้าง จ.ปราจีนบุรี 25150,ปราจีนบุรี,,,,13.9950024,101.2212547,,10.00-17.00,,,บางพลี,active,admin,
B2412016,B2412016,ปิ่นโต ข้าวสาร,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,37/350 หมู่ที่4 ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,37/350 หมู่ที่4 ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,ปทุมธานี,,,,14.0391944,100.6583695,,,,,,active,admin,
B2305033,B2305033,ปืน เพ็ทช็อป,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,47-49 ถนนราษฎร์เกษมอุทิศ ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร 66000,47-49 ถนนราษฎร์เกษมอุทิศ ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร 66000,พิจิตร,,,,16.447149,100.3339274,,09.00-18.00,,,พิษณุโลก,active,admin,
B2205052,B2205052,ปุยกะปอ Pet Shop,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,15/186 ถ.นวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม จ.กรุงเทพฯ,15/186 ถ.นวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.8281878,100.6391386,,09.00-17.00,,,,active,admin,
B2307018,B2307018,ปุ้มปุ้ย Pet shop,PET SHOP,,,นฤทัย สุโพเคน,,,,,399/232 ซ.กาญจนาภิเษก 005/1 แขวงหลักสอง เขตบางแค จ.กรุงเทพฯ,399/232 ซ.กาญจนาภิเษก 005/1 แขวงหลักสอง เขตบางแค จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.6935499,100.3999479,,10.00-17.00,,,,active,admin,ต้องมีเด็กติดรถ
B2406025,B2406025,ป็อกชาริ (Pocchari),FARM,,,บริษัท,,,,,318/1-3 ประดิษฐมนูธรรม ซ.10 แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง จ.กรุงเทพฯ 10310,318/1-3 ประดิษฐมนูธรรม ซ.10 แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง จ.กรุงเทพฯ 10310,กรุงเทพฯ,,,,13.7945394,100.6138574,,,,,,active,admin,
B2205562,B2205562,ป่าตอง เพ็ท ช็อป,PET SHOP,,,สุวภัทร เพ็งกลางเดือน,,,,,138/32 ถ.นาใน ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต,138/32 ถ.นาใน ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต,ภูเก็ต,,,,7.8856267,98.3025912,,09.00-15.00,,,พุนพิน,active,admin,
B2502002,B2502002,ผลส้ม เพ็ทช็อป (สาขาขอนเเก่น),PET SHOP,,,บุณยาพร นรมาตย์,,,,,205 ม.23 ถ.ศรีจันทร์ ต. บ้านเป็ด อ.เมืองขอนเเก่น จ.ขอนเเก่น 40000,205 ม.23 ถ.ศรีจันทร์ ต. บ้านเป็ด อ.เมืองขอนเเก่น จ.ขอนเเก่น 40000,ขอนแก่น,,,,16.4340274,102.7998854,,,,,,active,admin,
B2210115,B2210115,ผลส้ม เพ็ทมอลล์,PET SHOP,,,บุณยาพร นรมาตย์,,,,,182/26 ม.7 ต.ในเมือง อ.เมืองชัยภูมิ จ.ชัยภูมิ 36000,182/26 ม.7 ต.ในเมือง อ.เมืองชัยภูมิ จ.ชัยภูมิ 36000,ชัยภูมิ,,,,15.8092231,102.0375565,,10.00-17.00,,,โคราช,active,admin,
B2405001,B2405001,ผู้หมวด เพ็ทช็อป BY หมวดเพลิน,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,62/65 ม.4 ต.สำนักท้อน อ.บ้านฉาง จ.ระยอง 21130,62/65 ม.4 ต.สำนักท้อน อ.บ้านฉาง จ.ระยอง 21130,ระยอง,,,,12.763179,101.0315823,,10.00-17.00,,,บางละมุง,active,admin,
B2205559,B2205559,ฝน & เพด,PET SHOP,,,สุวภัทร เพ็งกลางเดือน,,,,,123/28 ม.5 ถ.ประชาอุทิศ ต.รัษฎา อ.เมือง จ.ภูเก็ต,123/28 ม.5 ถ.ประชาอุทิศ ต.รัษฎา อ.เมือง จ.ภูเก็ต,ภูเก็ต,,,,7.9206429,98.3756554,,09.00-18.00,,,พุนพิน,active,admin,
B0000005,B0000005,ฝ่ายการตลาด,OTHERS,,,Marketing,,,,,-,-,-,,,,,,,,,,,active,admin,
B0000003,B0000003,ฝ่ายขาย,OTHERS,,,บริษัท,,,,,"350,352 ถนนอุดมสุข แขวงบางนา เขตบางนา กทม. 10260","350,352 ถนนอุดมสุข แขวงบางนา เขตบางนา กทม. 10260",-,,,,,,,,,,,active,admin,
B0000009,B0000009,ฝ่ายคลังสินค้า,PET SHOP,,,บริษัท,,,,,-,-,สมุทรปราการ,,,,,,,,,,,active,admin,
B0000004,B0000004,ฝ่ายบัญชี,OTHERS,,,บริษัท,,,,,"350,352 ถนนอุดมสุข แขวงบางนา เขตบางนา กทม. 10260","350,352 ถนนอุดมสุข แขวงบางนา เขตบางนา กทม. 10260",-,,,,,,,,,,,active,admin,
B2411011,B2411011,พงษ์ชมพร ค้าอาหารสัตว์,PET SHOP,,,อรุณวดี กุลจรัสเดโช,,,,,24 ม.1 ซ.เทศบาล 12 ถ.หนองเสม็ด-บ่อทอง ต.บ่อทอง อ.บ่อทอง จ.ชลบุรี 20270,24 ม.1 ซ.เทศบาล 12 ถ.หนองเสม็ด-บ่อทอง ต.บ่อทอง อ.บ่อทอง จ.ชลบุรี 20270,ชลบุรี,,,,,,,,,,,active,admin,
B2205375,B2205375,พงษ์ไทย เพ็ทช็อพ,PET SHOP,,,บุณยานุช นรมาตย์,,,,,270 ถ.พิทักษ์ชาติ ต.ประจวบคีรีขันธ์ อ.เมือง จ.ประจวบคีรีขันธ์ 77000,270 ถ.พิทักษ์ชาติ ต.ประจวบคีรีขันธ์ อ.เมือง จ.ประจวบคีรีขันธ์ 77000,ประจวบคีรีขันธ์,,,,11.8056182,99.7957241,,09.00-16.00,,,ปราณบุรี,active,admin,
B0000007,B0000007,พนักงาน,OTHERS,,,บริษัท,,,,,-,-,-,,,,,,,,,,,active,admin,
B2205703,B2205703,พยูน สัตวแพทย์,CLINIC,,,อรุณวดี กุลจรัสเดโช,,,,,161/3 ม.5 ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง,161/3 ม.5 ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง,ระยอง,,,,12.6714737,101.0455821,,10.00-17.00,,,บางละมุง,active,admin,
B2410017,B2410017,พรชัย,PET SHOP,,,บุณยาพร นรมาตย์,,,,,638 ถ.นิตโย ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000,638 ถ.นิตโย ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000,สกลนคร,,,,,,,10.00-17.00,,,อุดรธานี,active,admin,
B2505002,B2505002,พรวศิน เพ็ทช็อป สาขา ถนนขาด (Pet hup space),PET SHOP,,,บุณยานุช นรมาตย์,,,,,82 ม.5 ต. ถนนขาด อ.เมือง จ.นครปฐม 73000,82 ม.5 ต. ถนนขาด อ.เมือง จ.นครปฐม 73000,นครปฐม,,,,,,,,,,,active,admin,
B2403008,B2403008,พรวศิน เพ็ทช็อป สาขา ถนนขาด (pet hup space),PET SHOP,,,บุณยานุช นรมาตย์,,,,,82 ม. 5 ต. ถนนขาด อ. เมือง จ. นครปฐม 73000,82 ม. 5 ต. ถนนขาด อ. เมือง จ. นครปฐม 73000,นครปฐม,,,,13.7823758,100.0751331,,10.00-17.00,,,บางพลี,active,admin,
B2404015,B2404015,พรวศิน เพ็ทช็อป สาขา ประปานคร,PET SHOP,,,บุณยานุช นรมาตย์,,,,,37/9 ถ.นาสร้าง ต.นครปฐม อ.เมือง จ.นครปฐม 73000,37/9 ถ.นาสร้าง ต.นครปฐม อ.เมือง จ.นครปฐม 73000,นครปฐม,,,,13.8293044,100.0519838,,11.00-14.00,,,บางพลี,active,admin,
B2502039,B2502039,พรวศิน เพ็ทช็อป สาขา ประปานคร,PET SHOP,,,บุณยานุช นรมาตย์,,,,,37/9 ถ.นาสร้าง ต.นครปฐม อ.เมือง จ.นครปฐม 73000,37/9 ถ.นาสร้าง ต.นครปฐม อ.เมือง จ.นครปฐม 73000,นครปฐม,,,,,,,,,,,active,admin,
B2205284,B2205284,พรวศิน เพ็ทช็อป สาขา ราชมรรค,PET SHOP,,,บุณยานุช นรมาตย์,,,,,2/1 ถ.ราชมรรคานอก ต.ห้วยจรเข้ อ.เมือง จ.นครปฐม,2/1 ถ.ราชมรรคานอก ต.ห้วยจรเข้ อ.เมือง จ.นครปฐม,นครปฐม,,,,13.8126503,100.0630653,,11.00-17.00,,,บางพลี,active,admin,
B2312009,B2312009,พรวศิน เพ็ทช็อป สาขา ราชมรรค,PET SHOP,,,บุณยานุช นรมาตย์,,,,,2/1 ถ.ราชมรรคานอก ต.ห้วยจรเข้ อ.เมือง จ.นครปฐม,2/1 ถ.ราชมรรคานอก ต.ห้วยจรเข้ อ.เมือง จ.นครปฐม,นครปฐม,,,,13.8126503,100.0630653,,11.00-14.00,,,บางพลี,active,admin,
B2210076,B2210076,พรวศิน เพ็ทช็อป สาขา ราชวิถี,PET SHOP,,,บุณยานุช นรมาตย์,,,,,243/17-18 ถ.ราชวิถี ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม,243/17-18 ถ.ราชวิถี ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม,นครปฐม,,,,13.8153366,100.0471877,,11.00-14.00,,,บางพลี,active,admin,
B2312004,B2312004,พรวศิน เพ็ทช็อป สาขา ราชวิถี,PET SHOP,,,บุณยานุช นรมาตย์,,,,,243/17-18 ถ.ราชวิถี ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม,243/17-18 ถ.ราชวิถี ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม,นครปฐม,,,,13.8153366,100.0471877,,11.00-14.00,,,บางพลี,active,admin,
B2205209,B2205209,พริททิเพ็ท,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,70/747/16 ซ.สามัคคี ถ.สามัคคี ต.ท่าทราย อ.เมือง จ.นนทบุรี 11120,70/747/16 ซ.สามัคคี ถ.สามัคคี ต.ท่าทราย อ.เมือง จ.นนทบุรี 11120,นนทบุรี,,,,13.8865143,100.5158122,,10.00-17.00,,,บางพลี,active,admin,
B2210069,B2210069,พรีเมี่ยม เพ็ทมาร์ท,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,353 ซ.ช่างอากาศอุทิศ แขวงสีกัน เขตดอนเมือง จ.กรุงเทพฯ,353 ซ.ช่างอากาศอุทิศ แขวงสีกัน เขตดอนเมือง จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.9202937,100.5794068,,10.00-17.00,,,,active,admin,
B2410030,B2410030,พร้อมเก้าเพ็ทช้อป,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,105/1 ม.4 ต.บ้านกาด อ.แม่วาง จ.เชียงใหม่ 50360,105/1 ม.4 ต.บ้านกาด อ.แม่วาง จ.เชียงใหม่ 50360,เชียงใหม่,,,,18.6037953,98.828545,,,,,เชียงใหม่,active,admin,
B2211032,B2211032,พลอย เพ็ทช็อป,PET SHOP,,,นฤทัย สุโพเคน,,,,,179 ม.6 ต.อ่างแก้ว อ.โพธิ์ทอง จ.อ่างทอง,179 ม.6 ต.อ่างแก้ว อ.โพธิ์ทอง จ.อ่างทอง,อ่างทอง,,,,14.6643741,100.3890951,,09.00-15.00,,,อยุธยา,active,admin,ต้องมีเด็กติดรถ
B2205474,B2205474,พลอยปลาตู้,PET SHOP,,,นันท์ธนัษฐ์ ยะวรรณ,,,,,677/1 ม.6 ต.แม่สาย อ.แม่สาย จ.เชียงราย,677/1 ม.6 ต.แม่สาย อ.แม่สาย จ.เชียงราย,เชียงราย,,,,20.4389131,99.9049441,,09.00-18.00,,,เชียงราย,active,admin,
B2205608,B2205608,พอ เพ็ท เอ็นจอย สาขา 1 (สำนักงานใหญ่),PET SHOP,,,ชาตรี ไข่แก้ว,,,,,500/20 ถ.รัถการ ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา,500/20 ถ.รัถการ ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา,สงขลา,,,,7.0106385,100.4676544,,10.00-16.00,,,หาดใหญ่,active,admin,
B2211006,B2211006,พอ เพ็ท เอ็นจอย สาขา 2 (จะนะ),PET SHOP,,,ชาตรี ไข่แก้ว,,,,,22 ม.2 ถ.จะนะ-นาทวี ต.บ้านนา อ.จะนะ จ.สงขลา 90130,22 ม.2 ถ.จะนะ-นาทวี ต.บ้านนา อ.จะนะ จ.สงขลา 90130,สงขลา,,,,6.9097287,100.7361944,,10.00-18.00,,,หาดใหญ่,active,admin,
B2403047,B2403047,พอ เพ็ท เอ็นจอย สาขา 3 (หน้าสวนสาธารณะหาดใหญ่),PET SHOP,,,ชาตรี ไข่แก้ว,,,,,270 ถ.กาญจนวนิชย์ ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,270 ถ.กาญจนวนิชย์ ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,สงขลา,,,,7.0179578,100.4971297,,10.00-16.00,,,หาดใหญ่,active,admin,
B2509006,B2509006,พอ เพ็ท เอ็นจอย สาขา 4 (ท่าเคียน),PET SHOP,,,ชาตรี ไข่แก้ว,,,,,904 ม.1 ถ.ควนลังศรีภูวนารถ ต.ควนลัง อ.หาดใหญ่ จ.สงขลา,904 ม.1 ถ.ควนลังศรีภูวนารถ ต.ควนลัง อ.หาดใหญ่ จ.สงขลา,สงขลา,,,,,,,,,,,active,admin,
B2402007,B2402007,พอ แอนด์ พัพ (Paws and Pupp),PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,888/10 โครงการริทซ์วิลล์-บางนา ม.7 ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ 10570,888/10 โครงการริทซ์วิลล์-บางนา ม.7 ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ 10570,สมุทรปราการ,,,,13.5954488,100.8332058,,10.00-16.00,,,,active,admin,
B2502040,B2502040,พอส์ แอนด์ เพอร์,PET SHOP,,,บริษัท,,,,,14/1 ซ.สุภาพงษ์ 1 แยก 3 แขวงหนองบอน เขตประเวศ จ.กรุงเทพฯ 10250,14/1 ซ.สุภาพงษ์ 1 แยก 3 แขวงหนองบอน เขตประเวศ จ.กรุงเทพฯ 10250,กรุงเทพฯ,,,,13.6893333,100.6392222,,,,,,active,admin,"สั่งซื้อต่อบิล 20,000 บาท ขึ้นไป // สั่งซื้อครบ 30,000 บาท ได้ส่วนลดเงินสด 2%"
B2306009,B2306009,พอใจเพ็ทช็อป,PET SHOP,,,บุณยาพร นรมาตย์,,,,,37/2-3 ถ.ร่วมใจ ต.กุดป่อง อ.เมืองเลย จ.เลย,37/2-3 ถ.ร่วมใจ ต.กุดป่อง อ.เมืองเลย จ.เลย,เลย,,,,17.4902195,101.7252986,,10.00-17.00,,,ขอนแก่น,active,admin,
